Curs,Tipus d'estudi,Tipus d'universitat,Universitat,Tipus de centre,Nacionalitat,Sexe,Comarca del centre,Nou accés,Matrícula,Matrícula ETC,Titulats
2023,màster universitari,PÚBLICA,UPC,Integrat,Estrangers,HOME,Barcelonès,486,866,619.9,325
2023,màster universitari,PÚBLICA,UPC,Integrat,Estrangers,HOME,Garraf,11,24,17.5,10
2023,màster universitari,PÚBLICA,UPC,Integrat,Estrangers,HOME,Vallès Occidental,35,66,45.7,31
2023,màster universitari,PÚBLICA,UPF,Adscrit,Espayolas,DONA,Barcelonès,389,689,477.7,355
2023,màster universitari,PÚBLICA,UPF,Adscrit,Espayolas,DONA,Maresme,15,15,10.5,6
2023,màster universitari,PÚBLICA,UPF,Adscrit,Espayolas,HOME,Barcelonès,333,542,367.5,280
2023,màster universitari,PÚBLICA,UPF,Adscrit,Espayolas,HOME,Maresme,11,11,10.4,10
2023,màster universitari,PÚBLICA,UPF,Adscrit,Estrangers,DONA,Barcelonès,520,784,566,432
2023,màster universitari,PÚBLICA,UPF,Adscrit,Estrangers,DONA,Maresme,43,49,41.1,38
2023,màster universitari,PÚBLICA,UPF,Adscrit,Estrangers,HOME,Barcelonès,466,696,511.4,394
2023,màster universitari,PÚBLICA,UPF,Adscrit,Estrangers,HOME,Maresme,19,24,19.5,23
2023,màster universitari,PÚBLICA,UPF,Integrat,Espayolas,DONA,Barcelonès,290,465,365.7,351
2023,màster universitari,PÚBLICA,UPF,Integrat,Espayolas,HOME,Barcelonès,172,270,207.8,178
2023,màster universitari,PÚBLICA,UPF,Integrat,Estrangers,DONA,Barcelonès,347,410,364.8,292
2023,màster universitari,PÚBLICA,UPF,Integrat,Estrangers,HOME,Barcelonès,201,238,208.9,154
2023,màster universitari,PÚBLICA,URV,Adscrit,Estrangers,DONA,Barcelonès,*,*,1,*
2023,màster universitari,PÚBLICA,URV,Adscrit,Estrangers,HOME,Barcelonès,23,23,23,23
2023,màster universitari,PÚBLICA,URV,Integrat,Espayolas,DONA,Baix Camp,45,63,47.1,34
2023,màster universitari,PÚBLICA,URV,Integrat,Espayolas,DONA,Tarragonès,499,822,578,445
2023,màster universitari,PÚBLICA,URV,Integrat,Espayolas,HOME,Baix Camp,16,26,15.9,14
2023,màster universitari,PÚBLICA,URV,Integrat,Espayolas,HOME,Tarragonès,359,630,425.8,265
2023,màster universitari,PÚBLICA,URV,Integrat,Estrangers,DONA,Baix Camp,28,34,25.1,14
2023,màster universitari,PÚBLICA,URV,Integrat,Estrangers,DONA,Tarragonès,175,278,216.6,144
2023,màster universitari,PÚBLICA,URV,Integrat,Estrangers,HOME,Baix Camp,23,32,22.8,18
2023,màster universitari,PÚBLICA,URV,Integrat,Estrangers,HOME,Tarragonès,141,243,171.7,84
2023,doctorat,PÚBLICA,Total,Total,Total,Total,Total,3797,17013,na,2358
2023,grau,PÚBLICA,Total,Total,Total,Total,Total,37666,151047,140527.3,26494
2023,màster universitari,PÚBLICA,Total,Total,Total,Total,Total,15893,24527,18653.7,13824
